sura,books_revelation,commerce_economics,communication,creation_nature,divine_attributes,emotions_states,faith_belief,family_relations,knowledge_wisdom,moral_conduct,movement_direction,natural_elements,social_justice,time_temporal,uncategorized,worship_ritual
32,0.016877637130801686,0.004219409282700422,0.0379746835443038,0.08860759493670886,0.03375527426160337,0.004219409282700422,0.016877637130801686,0.0,0.004219409282700422,0.012658227848101266,0.016877637130801686,0.016877637130801686,0.02109704641350211,0.02109704641350211,0.6835443037974683,0.02109704641350211
33,0.009080590238365494,0.01021566401816118,0.03178206583427923,0.05561861520998865,0.03518728717366629,0.004540295119182747,0.01021566401816118,0.0170261066969353,0.0011350737797956867,0.011350737797956867,0.01021566401816118,0.0056753688989784334,0.009080590238365494,0.00340522133938706,0.7639046538024972,0.021566401816118047
34,0.012867647058823529,0.001838235294117647,0.07904411764705882,0.04044117647058824,0.04963235294117647,0.003676470588235294,0.027573529411764705,0.011029411764705883,0.001838235294117647,0.01838235294117647,0.007352941176470588,0.016544117647058824,0.022058823529411766,0.011029411764705883,0.6838235294117647,0.012867647058823529
35,0.01775147928994083,0.005917159763313609,0.02564102564102564,0.05128205128205128,0.045364891518737675,0.0019723865877712033,0.027613412228796843,0.005917159763313609,0.0,0.015779092702169626,0.015779092702169626,0.029585798816568046,0.01972386587771203,0.005917159763313609,0.6982248520710059,0.03353057199211045
36,0.0136986301369863,0.0045662100456621,0.0684931506849315,0.0730593607305936,0.07077625570776255,0.0045662100456621,0.00684931506849315,0.00684931506849315,0.0045662100456621,0.01598173515981735,0.0136986301369863,0.0182648401826484,0.0091324200913242,0.01598173515981735,0.6552511415525114,0.0182648401826484
37,0.011090573012939002,0.0036968576709796672,0.06284658040665435,0.059149722735674676,0.029574861367837338,0.0,0.005545286506469501,0.0073937153419593345,0.0036968576709796672,0.012939001848428836,0.005545286506469501,0.005545286506469501,0.012939001848428836,0.012939001848428836,0.7301293900184843,0.036968576709796676
38,0.008547008547008548,0.002136752136752137,0.06196581196581197,0.03418803418803419,0.049145299145299144,0.008547008547008548,0.017094017094017096,0.00641025641025641,0.002136752136752137,0.008547008547008548,0.008547008547008548,0.019230769230769232,0.021367521367521368,0.014957264957264958,0.6858974358974359,0.05128205128205128
39,0.018158236057068743,0.011673151750972763,0.04539559014267185,0.040207522697795074,0.05058365758754864,0.007782101167315175,0.016861219195849545,0.00648508430609598,0.0025940337224383916,0.01556420233463035,0.00648508430609598,0.02204928664072633,0.018158236057068743,0.014267185473411154,0.6874189364461738,0.03631647211413749
40,0.006345177664974619,0.006345177664974619,0.044416243654822336,0.04314720812182741,0.03934010152284264,0.006345177664974619,0.024111675126903553,0.0012690355329949238,0.0038071065989847717,0.011421319796954314,0.012690355329949238,0.01649746192893401,0.02030456852791878,0.02030456852791878,0.7043147208121827,0.03934010152284264
41,0.02414486921529175,0.004024144869215292,0.06639839034205232,0.04627766599597585,0.04627766599597585,0.006036217303822937,0.03420523138832998,0.0,0.0,0.0,0.008048289738430584,0.02414486921529175,0.014084507042253521,0.022132796780684104,0.6780684104627767,0.026156941649899398
42,0.030947775628626693,0.013539651837524178,0.029013539651837523,0.025145067698259187,0.059961315280464215,0.007736943907156673,0.009671179883945842,0.01160541586073501,0.0,0.005802707930367505,0.005802707930367505,0.017408123791102514,0.03481624758220503,0.005802707930367505,0.7156673114119922,0.027079303675048357
43,0.015625,0.0,0.05078125,0.06640625,0.05078125,0.00390625,0.009765625,0.005859375,0.001953125,0.001953125,0.013671875,0.009765625,0.017578125,0.0078125,0.71484375,0.029296875
44,0.009009009009009009,0.0,0.013513513513513514,0.04954954954954955,0.04954954954954955,0.0,0.009009009009009009,0.0045045045045045045,0.0,0.0045045045045045045,0.0,0.018018018018018018,0.0045045045045045045,0.03153153153153153,0.7792792792792793,0.02702702702702703
45,0.03125,0.009375,0.028125,0.05,0.05625,0.0,0.025,0.0,0.00625,0.00625,0.00625,0.025,0.028125,0.03125,0.6875,0.009375
46,0.022222222222222223,0.0,0.07654320987654321,0.05432098765432099,0.027160493827160494,0.009876543209876543,0.022222222222222223,0.009876543209876543,0.0,0.014814814814814815,0.009876543209876543,0.014814814814814815,0.02962962962962963,0.01728395061728395,0.671604938271605,0.019753086419753086
47,0.014285714285714285,0.002857142857142857,0.02,0.022857142857142857,0.03142857142857143,0.002857142857142857,0.03142857142857143,0.0,0.008571428571428572,0.002857142857142857,0.011428571428571429,0.005714285714285714,0.02,0.0,0.8142857142857143,0.011428571428571429
48,0.007425742574257425,0.017326732673267328,0.034653465346534656,0.04455445544554455,0.0594059405940594,0.009900990099009901,0.03712871287128713,0.012376237623762377,0.0049504950495049506,0.0024752475247524753,0.009900990099009901,0.007425742574257425,0.009900990099009901,0.0,0.7277227722772277,0.01485148514851485
49,0.0,0.004273504273504274,0.04700854700854701,0.029914529914529916,0.06837606837606838,0.01282051282051282,0.01282051282051282,0.0,0.004273504273504274,0.008547008547008548,0.008547008547008548,0.01282051282051282,0.029914529914529916,0.004273504273504274,0.7521367521367521,0.004273504273504274
50,0.0163265306122449,0.0,0.053061224489795916,0.053061224489795916,0.02857142857142857,0.00816326530612245,0.00816326530612245,0.012244897959183673,0.004081632653061225,0.012244897959183673,0.012244897959183673,0.0163265306122449,0.02040816326530612,0.04081632653061224,0.6857142857142857,0.02857142857142857
51,0.0,0.008733624454148471,0.07423580786026202,0.05240174672489083,0.017467248908296942,0.013100436681222707,0.008733624454148471,0.013100436681222707,0.0,0.004366812227074236,0.004366812227074236,0.021834061135371178,0.013100436681222707,0.017467248908296942,0.7336244541484717,0.017467248908296942
52,0.009900990099009901,0.0049504950495049506,0.0297029702970297,0.04455445544554455,0.034653465346534656,0.0,0.01485148514851485,0.009900990099009901,0.0049504950495049506,0.019801980198019802,0.024752475247524754,0.034653465346534656,0.0049504950495049506,0.024752475247524754,0.7277227722772277,0.009900990099009901
53,0.028169014084507043,0.0,0.018779342723004695,0.014084507042253521,0.04225352112676056,0.004694835680751174,0.014084507042253521,0.004694835680751174,0.0,0.004694835680751174,0.0,0.03286384976525822,0.009389671361502348,0.0,0.7934272300469484,0.03286384976525822
54,0.0,0.0,0.07936507936507936,0.031746031746031744,0.03968253968253968,0.0,0.011904761904761904,0.003968253968253968,0.003968253968253968,0.047619047619047616,0.003968253968253968,0.011904761904761904,0.0,0.01984126984126984,0.6825396825396826,0.06349206349206349
55,0.0,0.0,0.0,0.01953125,0.015625,0.0078125,0.0,0.0078125,0.0,0.125,0.0,0.0390625,0.00390625,0.00390625,0.7734375,0.00390625
56,0.023529411764705882,0.00784313725490196,0.01568627450980392,0.0784313725490196,0.03137254901960784,0.0,0.00392156862745098,0.0196078431372549,0.0,0.027450980392156862,0.00392156862745098,0.0196078431372549,0.00392156862745098,0.011764705882352941,0.7450980392156863,0.00784313725490196
57,0.028205128205128206,0.028205128205128206,0.015384615384615385,0.03076923076923077,0.05897435897435897,0.010256410256410256,0.007692307692307693,0.005128205128205128,0.002564102564102564,0.010256410256410256,0.005128205128205128,0.035897435897435895,0.010256410256410256,0.017948717948717947,0.7256410256410256,0.007692307692307693
58,0.010101010101010102,0.0,0.037037037037037035,0.02356902356902357,0.026936026936026935,0.013468013468013467,0.006734006734006734,0.013468013468013467,0.0,0.016835016835016835,0.003367003367003367,0.006734006734006734,0.0,0.013468013468013467,0.8148148148148148,0.013468013468013467
59,0.013986013986013986,0.0034965034965034965,0.017482517482517484,0.04895104895104895,0.055944055944055944,0.01048951048951049,0.024475524475524476,0.017482517482517484,0.013986013986013986,0.013986013986013986,0.0,0.024475524475524476,0.0034965034965034965,0.0,0.7517482517482518,0.0
60,0.0,0.037209302325581395,0.009302325581395349,0.05581395348837209,0.09302325581395349,0.018604651162790697,0.04186046511627907,0.018604651162790697,0.0,0.004651162790697674,0.009302325581395349,0.0,0.018604651162790697,0.009302325581395349,0.6790697674418604,0.004651162790697674
61,0.0,0.020689655172413793,0.06206896551724138,0.013793103448275862,0.041379310344827586,0.013793103448275862,0.020689655172413793,0.006896551724137931,0.0,0.013793103448275862,0.006896551724137931,0.027586206896551724,0.020689655172413793,0.006896551724137931,0.7379310344827587,0.006896551724137931
62,0.017094017094017096,0.02564102564102564,0.03418803418803419,0.03418803418803419,0.09401709401709402,0.0,0.0,0.0,0.0,0.017094017094017096,0.0,0.008547008547008548,0.017094017094017096,0.008547008547008548,0.7008547008547008,0.042735042735042736
63,0.0,0.05128205128205128,0.06837606837606838,0.02564102564102564,0.06837606837606838,0.0,0.008547008547008548,0.017094017094017096,0.017094017094017096,0.017094017094017096,0.008547008547008548,0.008547008547008548,0.008547008547008548,0.0,0.6923076923076923,0.008547008547008548
64,0.005847953216374269,0.017543859649122806,0.029239766081871343,0.017543859649122806,0.08771929824561403,0.0,0.03508771929824561,0.017543859649122806,0.0,0.011695906432748537,0.005847953216374269,0.029239766081871343,0.011695906432748537,0.017543859649122806,0.7134502923976608,0.0
65,0.019801980198019802,0.01485148514851485,0.009900990099009901,0.06435643564356436,0.024752475247524754,0.0,0.0049504950495049506,0.0,0.0,0.0,0.0049504950495049506,0.009900990099009901,0.024752475247524754,0.0049504950495049506,0.8118811881188119,0.0049504950495049506
66,0.005847953216374269,0.005847953216374269,0.04093567251461988,0.017543859649122806,0.04093567251461988,0.005847953216374269,0.023391812865497075,0.023391812865497075,0.005847953216374269,0.011695906432748537,0.017543859649122806,0.023391812865497075,0.017543859649122806,0.011695906432748537,0.7309941520467836,0.017543859649122806
67,0.004807692307692308,0.0,0.08173076923076923,0.0625,0.0673076923076923,0.0,0.019230769230769232,0.0,0.004807692307692308,0.019230769230769232,0.009615384615384616,0.019230769230769232,0.0,0.009615384615384616,0.6971153846153846,0.004807692307692308
68,0.015706806282722512,0.0,0.05235602094240838,0.05759162303664921,0.05759162303664921,0.0,0.015706806282722512,0.0,0.0,0.015706806282722512,0.010471204188481676,0.0,0.010471204188481676,0.031413612565445025,0.7015706806282722,0.031413612565445025
69,0.02976190476190476,0.005952380952380952,0.041666666666666664,0.017857142857142856,0.02976190476190476,0.005952380952380952,0.017857142857142856,0.0,0.0,0.011904761904761904,0.0,0.017857142857142856,0.023809523809523808,0.023809523809523808,0.7559523809523809,0.017857142857142856
70,0.014084507042253521,0.007042253521126761,0.0,0.04929577464788732,0.028169014084507043,0.0,0.014084507042253521,0.014084507042253521,0.007042253521126761,0.007042253521126761,0.02112676056338028,0.014084507042253521,0.007042253521126761,0.04225352112676056,0.7464788732394366,0.028169014084507043
71,0.0,0.0,0.05228758169934641,0.08496732026143791,0.0392156862745098,0.0,0.013071895424836602,0.0196078431372549,0.0,0.006535947712418301,0.013071895424836602,0.0457516339869281,0.013071895424836602,0.006535947712418301,0.6666666666666666,0.0392156862745098
72,0.0056179775280898875,0.0,0.056179775280898875,0.056179775280898875,0.016853932584269662,0.011235955056179775,0.033707865168539325,0.011235955056179775,0.0,0.0056179775280898875,0.0056179775280898875,0.011235955056179775,0.016853932584269662,0.0,0.7359550561797753,0.033707865168539325
73,0.0,0.014084507042253521,0.02112676056338028,0.04225352112676056,0.056338028169014086,0.0,0.007042253521126761,0.007042253521126761,0.0,0.007042253521126761,0.007042253521126761,0.028169014084507043,0.014084507042253521,0.04225352112676056,0.7253521126760564,0.028169014084507043
74,0.012345679012345678,0.012345679012345678,0.06172839506172839,0.05555555555555555,0.037037037037037035,0.006172839506172839,0.030864197530864196,0.018518518518518517,0.018518518518518517,0.006172839506172839,0.012345679012345678,0.012345679012345678,0.0,0.024691358024691357,0.654320987654321,0.037037037037037035
75,0.0,0.0,0.02830188679245283,0.03773584905660377,0.018867924528301886,0.009433962264150943,0.018867924528301886,0.018867924528301886,0.009433962264150943,0.02830188679245283,0.009433962264150943,0.02830188679245283,0.0,0.018867924528301886,0.7547169811320755,0.018867924528301886
76,0.011428571428571429,0.0,0.005714285714285714,0.06285714285714286,0.04,0.022857142857142857,0.022857142857142857,0.005714285714285714,0.0,0.03428571428571429,0.017142857142857144,0.017142857142857144,0.005714285714285714,0.04,0.6857142857142857,0.02857142857142857
77,0.0,0.0,0.02608695652173913,0.06086956521739131,0.034782608695652174,0.0,0.0,0.0,0.017391304347826087,0.09565217391304348,0.0,0.02608695652173913,0.0,0.05217391304347826,0.6608695652173913,0.02608695652173913
78,0.015267175572519083,0.0,0.030534351145038167,0.09923664122137404,0.030534351145038167,0.007633587786259542,0.007633587786259542,0.015267175572519083,0.0,0.022900763358778626,0.007633587786259542,0.030534351145038167,0.007633587786259542,0.061068702290076333,0.6641221374045801,0.0
79,0.0,0.0,0.05737704918032787,0.03278688524590164,0.03278688524590164,0.00819672131147541,0.0,0.0,0.01639344262295082,0.00819672131147541,0.00819672131147541,0.01639344262295082,0.0,0.03278688524590164,0.7622950819672131,0.02459016393442623
80,0.0,0.0,0.011363636363636364,0.022727272727272728,0.011363636363636364,0.011363636363636364,0.022727272727272728,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.011363636363636364,0.8181818181818182,0.06818181818181818
81,0.0,0.0,0.030303030303030304,0.0,0.045454545454545456,0.0,0.0,0.030303030303030304,0.0,0.0,0.030303030303030304,0.06060606060606061,0.0,0.030303030303030304,0.7575757575757576,0.015151515151515152
82,0.04,0.08,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.02,0.08,0.6,0.0
83,0.0594059405940594,0.019801980198019802,0.0297029702970297,0.039603960396039604,0.009900990099009901,0.0,0.0297029702970297,0.0297029702970297,0.0,0.06930693069306931,0.0,0.0,0.0,0.039603960396039604,0.6732673267326733,0.0
84,0.028985507246376812,0.0,0.014492753623188406,0.028985507246376812,0.014492753623188406,0.0,0.028985507246376812,0.028985507246376812,0.0,0.014492753623188406,0.0,0.028985507246376812,0.043478260869565216,0.014492753623188406,0.7246376811594203,0.028985507246376812
85,0.015151515151515152,0.0,0.0,0.0,0.045454545454545456,0.0,0.015151515151515152,0.0,0.0,0.015151515151515152,0.0,0.045454545454545456,0.015151515151515152,0.015151515151515152,0.8333333333333334,0.0
86,0.024390243902439025,0.0,0.024390243902439025,0.07317073170731707,0.024390243902439025,0.0,0.024390243902439025,0.0,0.0,0.0,0.04878048780487805,0.07317073170731707,0.0,0.024390243902439025,0.6829268292682927,0.0
87,0.0,0.0,0.0,0.061224489795918366,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.061224489795918366,0.0,0.0,0.6938775510204082,0.12244897959183673
88,0.0,0.0,0.0,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.8666666666666667,0.03333333333333333
89,0.0,0.0,0.03260869565217391,0.010869565217391304,0.010869565217391304,0.043478260869565216,0.0,0.010869565217391304,0.0,0.010869565217391304,0.03260869565217391,0.0,0.010869565217391304,0.021739130434782608,0.782608695652174,0.03260869565217391
90,0.0,0.0,0.019230769230769232,0.057692307692307696,0.038461538461538464,0.0,0.019230769230769232,0.057692307692307696,0.0,0.0,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,0.75,0.0
91,0.02564102564102564,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.02564102564102564,0.717948717948718,0.02564102564102564
92,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0,0.0,0.0625,0.0,0.020833333333333332,0.0,0.020833333333333332,0.7916666666666666,0.041666666666666664
93,0.0,0.0,0.0,0.10714285714285714,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.8214285714285714,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.0625
95,0.0,0.04,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.76,0.0
96,0.0,0.0,0.02040816326530612,0.061224489795918366,0.08163265306122448,0.0,0.0,0.02040816326530612,0.0,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.0,0.0,0.6326530612244898,0.10204081632653061
97,0.09523809523809523,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.0
98,0.08333333333333333,0.03333333333333333,0.0,0.016666666666666666,0.0,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.016666666666666666,0.016666666666666666,0.0,0.65,0.05
99,0.037037037037037035,0.0,0.07407407407407407,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8518518518518519,0.0
100,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.8333333333333334,0.0
101,0.0,0.0,0.0,0.08333333333333333,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.041666666666666664,0.75,0.0
102,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.6,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.9523809523809523,0.0
105,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0
106,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.08333333333333333
107,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285
109,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
110,0.0,0.0625,0.0,0.0625,0.1875,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.625,0.0
111,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.8823529411764706,0.0
